train_loss_step,step,epoch,test_acc_step,test_acc_epoch,train_loss_epoch
0.3410071134567261,49,0,,,
0.3958185911178589,99,0,,,
0.13452793657779694,149,0,,,
0.2677275538444519,199,0,,,
0.7815687656402588,249,0,,,
0.8564488291740417,299,0,,,
0.41841739416122437,349,0,,,
0.18409405648708344,399,0,,,
0.45489463210105896,449,0,,,
0.38603779673576355,499,0,,,
0.7343735694885254,549,0,,,
1.2396148443222046,599,0,,,
1.205055832862854,649,0,,,
1.0128707885742188,699,0,,,
0.5501129627227783,749,0,,,
0.39279741048812866,799,0,,,
1.0471910238265991,849,0,,,
0.39166560769081116,899,0,,,
0.15010635554790497,949,0,,,
0.40537452697753906,999,0,,,
0.2112678438425064,1049,0,,,
0.9916698336601257,1099,0,,,
0.500565767288208,1149,0,,,
0.39151257276535034,1199,0,,,
1.117333173751831,1249,0,,,
0.41016238927841187,1299,0,,,
0.140582874417305,1349,0,,,
0.6910317540168762,1399,0,,,
1.1141968965530396,1449,0,,,
1.068756341934204,1499,0,,,
0.24846185743808746,1549,0,,,
0.2321794033050537,1599,0,,,
0.5116299390792847,1649,0,,,
0.10918094217777252,1699,0,,,
0.412382572889328,1749,0,,,
0.16364437341690063,1799,0,,,
0.1989867389202118,1849,0,,,
0.7143576145172119,1899,0,,,
0.16287195682525635,1949,0,,,
0.3923744261264801,1999,0,,,
0.5117050409317017,2049,0,,,
0.2370070517063141,2099,0,,,
1.371883749961853,2149,0,,,
0.9041534662246704,2199,0,,,
1.6204369068145752,2249,0,,,
0.18308010697364807,2299,0,,,
0.9637430906295776,2349,0,,,
1.0864853858947754,2399,0,,,
0.9934764504432678,2449,0,,,
0.39592811465263367,2499,0,,,
0.3704362213611603,2549,0,,,
0.38841867446899414,2599,0,,,
0.5653061866760254,2649,0,,,
0.3970509171485901,2699,0,,,
0.39164453744888306,2749,0,,,
0.5052959322929382,2799,0,,,
0.8578596115112305,2849,0,,,
0.5526713728904724,2899,0,,,
0.629867434501648,2949,0,,,
0.2978105843067169,2999,0,,,
0.4974972605705261,3049,0,,,
0.7605368494987488,3099,0,,,
1.044593334197998,3149,0,,,
,0,,0.984375,,
,1,,0.984375,,
,2,,1.0,,
,3,,0.984375,,
,4,,1.0,,
,5,,0.96875,,
,6,,0.984375,,
,7,,0.984375,,
,8,,1.0,,
,9,,1.0,,
,10,,0.984375,,
,11,,0.984375,,
,12,,1.0,,
,13,,1.0,,
,14,,1.0,,
,15,,0.984375,,
,16,,1.0,,
,3165,0,,0.9905392527580261,
,3165,0,,,0.4722359776496887
0.40476784110069275,3199,1,,,
0.08189956843852997,3249,1,,,
1.0204291343688965,3299,1,,,
0.21026365458965302,3349,1,,,
0.4169086813926697,3399,1,,,
0.3902599513530731,3449,1,,,
0.14560750126838684,3499,1,,,
0.29847827553749084,3549,1,,,
0.19679930806159973,3599,1,,,
0.396681547164917,3649,1,,,
0.9428038001060486,3699,1,,,
0.6817209720611572,3749,1,,,
0.6315538883209229,3799,1,,,
0.2568376660346985,3849,1,,,
1.0644901990890503,3899,1,,,
0.4187546968460083,3949,1,,,
0.7342163324356079,3999,1,,,
0.18020066618919373,4049,1,,,
0.3931073844432831,4099,1,,,
0.6789543032646179,4149,1,,,
0.521565318107605,4199,1,,,
0.6256559491157532,4249,1,,,
0.3968922197818756,4299,1,,,
0.3513091206550598,4349,1,,,
1.0206853151321411,4399,1,,,
0.1728058159351349,4449,1,,,
0.2084999531507492,4499,1,,,
0.28212112188339233,4549,1,,,
1.0798577070236206,4599,1,,,
1.187393307685852,4649,1,,,
0.5864152312278748,4699,1,,,
0.3972648084163666,4749,1,,,
0.797910749912262,4799,1,,,
0.6038717031478882,4849,1,,,
0.3935491442680359,4899,1,,,
0.8692182898521423,4949,1,,,
0.6235848665237427,4999,1,,,
0.4908527731895447,5049,1,,,
0.7168934345245361,5099,1,,,
0.6709760427474976,5149,1,,,
0.3953680098056793,5199,1,,,
0.1863294541835785,5249,1,,,
0.6795870661735535,5299,1,,,
0.24161483347415924,5349,1,,,
0.19028431177139282,5399,1,,,
0.14019739627838135,5449,1,,,
0.14766624569892883,5499,1,,,
