epoch,train_loss_step,step,test_acc_step,test_acc_epoch,train_loss_epoch
0,1.1439964771270752,49,,,
0,2.156002998352051,99,,,
0,1.423732042312622,149,,,
0,1.1589257717132568,199,,,
0,2.471149444580078,249,,,
0,1.178117275238037,299,,,
0,1.122687816619873,349,,,
0,1.5332937240600586,399,,,
0,1.57012939453125,449,,,
0,1.504713773727417,499,,,
0,1.1629067659378052,549,,,
0,1.3274725675582886,599,,,
0,1.8028192520141602,649,,,
0,1.1736758947372437,699,,,
0,1.9069329500198364,749,,,
0,1.1459932327270508,799,,,
0,1.1287246942520142,849,,,
0,1.526254653930664,899,,,
0,1.7281420230865479,949,,,
0,1.1928441524505615,999,,,
0,1.364187479019165,1049,,,
0,1.214386224746704,1099,,,
0,1.2961723804473877,1149,,,
0,0.9816778898239136,1199,,,
0,1.2894999980926514,1249,,,
0,1.4475526809692383,1299,,,
0,1.2389702796936035,1349,,,
0,1.8154780864715576,1399,,,
0,1.1098960638046265,1449,,,
0,1.3740856647491455,1499,,,
0,1.4871528148651123,1549,,,
0,2.436030864715576,1599,,,
0,1.2573564052581787,1649,,,
0,2.5564658641815186,1699,,,
0,1.1144568920135498,1749,,,
0,2.5617125034332275,1799,,,
0,1.3238533735275269,1849,,,
0,1.2512010335922241,1899,,,
0,1.0998164415359497,1949,,,
0,0.9238706827163696,1999,,,
0,1.1053802967071533,2049,,,
0,1.0916658639907837,2099,,,
0,1.1238131523132324,2149,,,
0,1.550593614578247,2199,,,
0,1.3751311302185059,2249,,,
0,0.5112988352775574,2299,,,
0,1.363579511642456,2349,,,
0,1.1381012201309204,2399,,,
0,1.5198804140090942,2449,,,
0,1.2014069557189941,2499,,,
0,1.1258816719055176,2549,,,
0,1.8927005529403687,2599,,,
0,1.4935927391052246,2649,,,
0,0.9065848588943481,2699,,,
0,2.6326253414154053,2749,,,
0,1.5299078226089478,2799,,,
0,0.8470882773399353,2849,,,
0,4.241588115692139,2899,,,
0,1.3521268367767334,2949,,,
0,1.293841004371643,2999,,,
0,1.9428631067276,3049,,,
0,1.5487092733383179,3099,,,
0,1.3777271509170532,3149,,,
0,1.0908946990966797,3199,,,
0,0.850429117679596,3249,,,
0,1.2274590730667114,3299,,,
0,0.49344402551651,3349,,,
0,1.0610811710357666,3399,,,
