epoch,step,train_loss_step,test_acc_step,test_acc_epoch,train_loss_epoch
,10,,0.34375,,
,11,,0.53125,,
,12,,0.5,,
,13,,0.59375,,
,14,,0.40625,,
,15,,0.5625,,
,16,,0.625,,
,17,,0.6875,,
,18,,0.59375,,
,19,,0.71875,,
,20,,0.75,,
,21,,0.625,,
,22,,0.6875,,
,23,,0.5,,
,24,,0.59375,,
,25,,0.8125,,
,26,,0.71875,,
,27,,0.46875,,
,28,,0.65625,,
,29,,0.6875,,
,30,,0.40625,,
,31,,0.59375,,
,32,,0.4375,,
,33,,1.0,,
0,3165,,,0.5496688485145569,
0,3165,,,,0.9359729886054993
1,3199,0.5315347909927368,,,
1,3249,0.8260758519172668,,,
1,3299,0.5170331597328186,,,
1,3349,1.0318362712860107,,,
1,3399,0.8440225720405579,,,
1,3449,1.20387601852417,,,
1,3499,0.5515544414520264,,,
1,3549,0.9578590989112854,,,
1,3599,0.987381100654602,,,
1,3649,2.6651813983917236,,,
1,3699,0.7781522274017334,,,
1,3749,0.558827817440033,,,
1,3799,1.5574259757995605,,,
1,3849,0.7983999252319336,,,
1,3899,1.5119295120239258,,,
1,3949,0.9975498914718628,,,
1,3999,0.8425443172454834,,,
1,4049,0.7836289405822754,,,
1,4099,0.6129683256149292,,,
1,4149,0.5710139274597168,,,
1,4199,0.7817502617835999,,,
1,4249,0.8082396984100342,,,
1,4299,1.4690699577331543,,,
1,4349,1.0204015970230103,,,
1,4399,0.8921543955802917,,,
1,4449,0.9978481531143188,,,
1,4499,0.976509690284729,,,
1,4549,0.7786993980407715,,,
1,4599,1.6888902187347412,,,
1,4649,1.0234910249710083,,,
1,4699,1.5620815753936768,,,
1,4749,1.6091724634170532,,,
1,4799,1.4948055744171143,,,
1,4849,0.7675479650497437,,,
1,4899,0.7774747610092163,,,
1,4949,1.0464991331100464,,,
1,4999,0.5449352264404297,,,
1,5049,0.8979102373123169,,,
1,5099,0.8989306688308716,,,
1,5149,0.8006964325904846,,,
1,5199,1.273867130279541,,,
1,5249,1.5455011129379272,,,
1,5299,0.745783269405365,,,
1,5349,1.1127519607543945,,,
1,5399,0.9668884873390198,,,
1,5449,0.4642217457294464,,,
1,5499,0.6940988898277283,,,
1,5549,1.5438241958618164,,,
1,5599,0.6926490068435669,,,
1,5649,0.6036102175712585,,,
1,5699,1.117318034172058,,,
1,5749,0.531599223613739,,,
1,5799,0.9686187505722046,,,
1,5849,0.5429947376251221,,,
1,5899,1.0099098682403564,,,
1,5949,0.994600772857666,,,
1,5999,1.047115445137024,,,
1,6049,1.0408761501312256,,,
1,6099,1.0069864988327026,,,
1,6149,0.77640700340271,,,
1,6199,0.8230420351028442,,,
1,6249,0.9245166778564453,,,
1,6299,0.9075638055801392,,,
,34,,0.5,,
,35,,0.40625,,
,36,,0.40625,,
,37,,0.46875,,
,38,,0.3125,,
,39,,0.34375,,
,40,,0.3125,,
,41,,0.34375,,
,42,,0.375,,
,43,,0.4375,,
,44,,0.3125,,
,45,,0.28125,,
,46,,0.34375,,
,47,,0.53125,,
,48,,0.34375,,
,49,,0.4375,,
,50,,0.34375,,
,51,,0.375,,
,52,,0.4375,,
,53,,0.65625,,
,54,,0.40625,,
,55,,0.375,,
,56,,0.4375,,
,57,,0.4375,,
,58,,0.5,,
,59,,0.59375,,
,60,,0.46875,,
,61,,0.28125,,
,62,,0.375,,
,63,,0.40625,,
,64,,0.28125,,
,65,,0.3125,,
,66,,0.21875,,
,67,,1.0,,
1,6331,,,0.3964049220085144,
1,6331,,,,0.9321302771568298
2,6349,0.8130761384963989,,,
2,6399,0.8151630759239197,,,
2,6449,0.795368492603302,,,
2,6499,0.6387239098548889,,,
2,6549,1.6094515323638916,,,
2,6599,1.0848459005355835,,,
2,6649,0.7792927622795105,,,
2,6699,0.5035185813903809,,,
2,6749,0.7814996838569641,,,
2,6799,0.7864275574684143,,,
2,6849,0.9256855845451355,,,
2,6899,1.143613338470459,,,
2,6949,1.1357462406158447,,,
2,6999,0.5580810904502869,,,
2,7049,2.052175998687744,,,
2,7099,1.104560375213623,,,
2,7149,0.7692012190818787,,,
2,7199,0.7794475555419922,,,
2,7249,0.7916783094406128,,,
2,7299,0.8107786178588867,,,
2,7349,1.6242411136627197,,,
2,7399,0.875013530254364,,,
2,7449,1.0242341756820679,,,
2,7499,0.7973686456680298,,,
2,7549,1.588914394378662,,,
2,7599,1.5783239603042603,,,
2,7649,0.31458181142807007,,,
2,7699,1.147718071937561,,,
2,7749,0.5907387137413025,,,
2,7799,0.5771781802177429,,,
2,7849,0.5123664736747742,,,
2,7899,0.5537424087524414,,,
2,7949,0.7813372611999512,,,
2,7999,0.8308346271514893,,,
2,8049,1.7497262954711914,,,
2,8099,0.4970637261867523,,,
2,8149,0.48224860429763794,,,
2,8199,0.8678865432739258,,,
2,8249,0.7884092330932617,,,
2,8299,0.5471046566963196,,,
2,8349,1.0137102603912354,,,
2,8399,0.7927092909812927,,,
2,8449,0.9999350309371948,,,
2,8499,1.4921376705169678,,,
2,8549,0.8739337921142578,,,
2,8599,1.0320234298706055,,,
2,8649,1.445672869682312,,,
2,8699,1.1423851251602173,,,
2,8749,0.9213037490844727,,,
2,8799,0.906152606010437,,,
2,8849,1.110131025314331,,,
2,8899,1.233644962310791,,,
2,8949,0.5375526547431946,,,
2,8999,0.7833028435707092,,,
2,9049,0.48414891958236694,,,
2,9099,0.5697393417358398,,,
2,9149,0.5192039608955383,,,
2,9199,1.7634426355361938,,,
2,9249,1.0762872695922852,,,
2,9299,0.6125571131706238,,,
2,9349,0.5678046941757202,,,
2,9399,0.8277650475502014,,,
2,9449,0.559094250202179,,,
,68,,0.5,,
,69,,0.34375,,
,70,,0.4375,,
,71,,0.46875,,
,72,,0.4375,,
,73,,0.34375,,
,74,,0.375,,
,75,,0.40625,,
,76,,0.40625,,
,77,,0.4375,,
,78,,0.375,,
,79,,0.28125,,
,80,,0.34375,,
,81,,0.46875,,
,82,,0.34375,,
,83,,0.46875,,
,84,,0.5,,
,85,,0.40625,,
,86,,0.40625,,
,87,,0.53125,,
,88,,0.5,,
,89,,0.5625,,
,90,,0.5625,,
,91,,0.59375,,
,92,,0.65625,,
,93,,0.6875,,
,94,,0.46875,,
,95,,0.34375,,
,96,,0.46875,,
,97,,0.59375,,
,98,,0.3125,,
,99,,0.46875,,
,100,,0.5625,,
,101,,1.0,,
2,9497,,,0.45695364475250244,
2,9497,,,,0.922831654548645
3,9499,0.7734860181808472,,,
3,9549,0.551081657409668,,,
3,9599,1.3733086585998535,,,
3,9649,0.9346929788589478,,,
3,9699,0.794063925743103,,,
3,9749,0.8059863448143005,,,
3,9799,1.5633286237716675,,,
3,9849,0.5266051888465881,,,
3,9899,1.077317714691162,,,
3,9949,0.9015051126480103,,,
3,9999,0.6189061999320984,,,
3,10049,0.5042358040809631,,,
3,10099,0.6105011105537415,,,
3,10149,1.6567308902740479,,,
3,10199,0.528843879699707,,,
3,10249,0.7928920984268188,,,
3,10299,0.5422449707984924,,,
3,10349,0.585766077041626,,,
3,10399,0.7126899361610413,,,
3,10449,1.6678626537322998,,,
3,10499,1.0171551704406738,,,
3,10549,0.5702228546142578,,,
3,10599,0.9567923545837402,,,
3,10649,1.5859217643737793,,,
3,10699,1.0718921422958374,,,
3,10749,1.6238857507705688,,,
3,10799,0.8375157117843628,,,
3,10849,0.5302453637123108,,,
3,10899,0.717242419719696,,,
3,10949,1.0005576610565186,,,
3,10999,0.7777596712112427,,,
3,11049,1.8175257444381714,,,
3,11099,0.8180364966392517,,,
3,11149,0.6849610805511475,,,
3,11199,0.5451491475105286,,,
3,11249,0.7800442576408386,,,
3,11299,0.7826417684555054,,,
3,11349,1.0860402584075928,,,
3,11399,1.684024453163147,,,
3,11449,0.778662919998169,,,
3,11499,1.2105317115783691,,,
3,11549,1.0744110345840454,,,
3,11599,0.7770767211914062,,,
3,11649,1.6369779109954834,,,
3,11699,1.0926992893218994,,,
3,11749,0.9140992760658264,,,
3,11799,0.533951997756958,,,
3,11849,0.5710089802742004,,,
3,11899,1.729486107826233,,,
3,11949,1.4627877473831177,,,
3,11999,0.8786649703979492,,,
3,12049,0.5536153316497803,,,
3,12099,0.7851423025131226,,,
3,12149,0.3744905889034271,,,
3,12199,1.5682928562164307,,,
3,12249,0.9978238940238953,,,
3,12299,1.2303745746612549,,,
3,12349,1.0636284351348877,,,
3,12399,0.8244920372962952,,,
3,12449,0.7046294808387756,,,
3,12499,0.8009165525436401,,,
3,12549,1.0210891962051392,,,
3,12599,0.8369207978248596,,,
3,12649,0.48364192247390747,,,
,102,,0.625,,
,103,,0.4375,,
,104,,0.5,,
,105,,0.5625,,
,106,,0.53125,,
,107,,0.40625,,
,108,,0.4375,,
,109,,0.53125,,
,110,,0.40625,,
,111,,0.5625,,
,112,,0.375,,
,113,,0.40625,,
,114,,0.4375,,
,115,,0.5625,,
,116,,0.34375,,
,117,,0.5625,,
,118,,0.53125,,
,119,,0.78125,,
,120,,0.59375,,
,121,,0.875,,
,122,,0.6875,,
,123,,0.6875,,
,124,,0.6875,,
,125,,0.65625,,
,126,,0.625,,
,127,,0.78125,,
,128,,0.6875,,
,129,,0.46875,,
,130,,0.625,,
,131,,0.71875,,
,132,,0.34375,,
,133,,0.625,,
,134,,0.5625,,
,135,,1.0,,
3,12663,,,0.5648060441017151,
3,12663,,,,0.9219390749931335
4,12699,0.843359112739563,,,
4,12749,1.2416287660598755,,,
4,12799,0.797791600227356,,,
4,12849,1.0528146028518677,,,
4,12899,0.9874860048294067,,,
4,12949,0.5514721870422363,,,
4,12999,1.3425368070602417,,,
4,13049,1.4990252256393433,,,
4,13099,0.7025389075279236,,,
4,13149,0.7783802151679993,,,
4,13199,0.7786864042282104,,,
4,13249,0.7767847776412964,,,
4,13299,1.1099189519882202,,,
4,13349,0.7766690254211426,,,
4,13399,1.702620029449463,,,
4,13449,1.8469895124435425,,,
4,13499,0.42851048707962036,,,
4,13549,1.0602535009384155,,,
4,13599,0.47106027603149414,,,
4,13649,0.41192904114723206,,,
4,13699,0.7876332998275757,,,
4,13749,0.5210233330726624,,,
4,13799,0.44057518243789673,,,
4,13849,1.0373167991638184,,,
4,13899,0.7780681848526001,,,
4,13949,0.9175081253051758,,,
4,13999,1.4582877159118652,,,
4,14049,0.8999107480049133,,,
4,14099,0.5522316694259644,,,
4,14149,1.6534674167633057,,,
4,14199,0.7821794152259827,,,
4,14249,0.7794027328491211,,,
4,14299,0.48893794417381287,,,
4,14349,0.5898404121398926,,,
4,14399,0.9387192726135254,,,
4,14449,1.0892751216888428,,,
4,14499,0.8168430924415588,,,
4,14549,1.1935522556304932,,,
4,14599,1.0430357456207275,,,
4,14649,0.7837414741516113,,,
4,14699,1.604048728942871,,,
4,14749,0.9862770438194275,,,
4,14799,1.0933434963226318,,,
4,14849,0.7924779653549194,,,
4,14899,0.8869810700416565,,,
4,14949,0.7840728163719177,,,
4,14999,0.821884036064148,,,
4,15049,1.1338450908660889,,,
4,15099,0.937023401260376,,,
4,15149,0.7809694409370422,,,
4,15199,1.5076367855072021,,,
4,15249,0.9802106022834778,,,
4,15299,0.5571330785751343,,,
4,15349,0.8565622568130493,,,
4,15399,0.4429824948310852,,,
4,15449,0.5596727728843689,,,
4,15499,0.7898892164230347,,,
4,15549,0.519854724407196,,,
4,15599,1.5743794441223145,,,
4,15649,1.076503038406372,,,
4,15699,1.160124659538269,,,
4,15749,1.09684157371521,,,
4,15799,0.7750637531280518,,,
,136,,0.59375,,
,137,,0.40625,,
,138,,0.5,,
,139,,0.5625,,
,140,,0.4375,,
,141,,0.4375,,
,142,,0.5,,
,143,,0.5,,
,144,,0.40625,,
,145,,0.5,,
,146,,0.375,,
,147,,0.46875,,
,148,,0.4375,,
,149,,0.5625,,
,150,,0.375,,
,151,,0.59375,,
,152,,0.625,,
,153,,0.6875,,
,154,,0.5625,,
,155,,0.75,,
,156,,0.625,,
,157,,0.65625,,
,158,,0.75,,
,159,,0.6875,,
,160,,0.75,,
,161,,0.75,,
,162,,0.65625,,
,163,,0.40625,,
,164,,0.65625,,
,165,,0.71875,,
,166,,0.3125,,
,167,,0.5625,,
,168,,0.84375,,
,169,,1.0,,
4,15829,,,0.5657521486282349,
4,15829,,,,0.9273198843002319
