train_loss_step,epoch,step,test_acc_step,test_acc_epoch,train_loss_epoch
0.7091382145881653,0,49,,,
1.0132604837417603,0,99,,,
0.7853869199752808,0,149,,,
1.0582367181777954,0,199,,,
1.556540846824646,0,249,,,
0.3553895056247711,0,299,,,
1.6472926139831543,0,349,,,
0.30915769934654236,0,399,,,
0.7984447479248047,0,449,,,
0.42483580112457275,0,499,,,
1.152382731437683,0,549,,,
0.3748590648174286,0,599,,,
0.4690360128879547,0,649,,,
0.9349583983421326,0,699,,,
0.7864974141120911,0,749,,,
1.267359972000122,0,799,,,
1.208343744277954,0,849,,,
0.2474929839372635,0,899,,,
1.053092122077942,0,949,,,
1.0551822185516357,0,999,,,
0.5856233239173889,0,1049,,,
1.0042989253997803,0,1099,,,
0.7814793586730957,0,1149,,,
0.3563629388809204,0,1199,,,
0.3725613057613373,0,1249,,,
0.7854305505752563,0,1299,,,
1.6784608364105225,0,1349,,,
0.7781286239624023,0,1399,,,
0.40068724751472473,0,1449,,,
1.0025314092636108,0,1499,,,
0.40238118171691895,0,1549,,,
0.7797808051109314,0,1599,,,
1.0294595956802368,0,1649,,,
0.6627479195594788,0,1699,,,
0.7984085083007812,0,1749,,,
1.1528438329696655,0,1799,,,
0.7898324131965637,0,1849,,,
0.7999461889266968,0,1899,,,
0.40944981575012207,0,1949,,,
0.8580828905105591,0,1999,,,
1.8806535005569458,0,2049,,,
1.0439798831939697,0,2099,,,
1.2365820407867432,0,2149,,,
0.5109000205993652,0,2199,,,
0.5423839092254639,0,2249,,,
0.976244330406189,0,2299,,,
0.5096858143806458,0,2349,,,
0.33820095658302307,0,2399,,,
0.7797102332115173,0,2449,,,
1.9305806159973145,0,2499,,,
0.7990163564682007,0,2549,,,
1.1184055805206299,0,2599,,,
1.295759677886963,0,2649,,,
1.6113470792770386,0,2699,,,
0.9275277853012085,0,2749,,,
1.7491424083709717,0,2799,,,
0.3141914904117584,0,2849,,,
1.1146386861801147,0,2899,,,
0.612732470035553,0,2949,,,
0.3833231031894684,0,2999,,,
1.0435209274291992,0,3049,,,
0.5189905166625977,0,3099,,,
0.5805785059928894,0,3149,,,
,,0,0.875,,
,,1,0.6875,,
,,2,0.8125,,
,,3,0.875,,
,,4,0.75,,
,,5,0.8125,,
,,6,0.8125,,
,,7,0.8125,,
,,8,0.71875,,
,,9,0.84375,,
,,10,0.625,,
,,11,0.8125,,
,,12,0.84375,,
,,13,0.84375,,
,,14,0.59375,,
,,15,0.875,,
,,16,0.75,,
,,17,0.875,,
,,18,0.90625,,
,,19,0.90625,,
,,20,0.84375,,
,,21,0.84375,,
,,22,0.78125,,
,,23,0.875,,
,,24,0.8125,,
,,25,0.875,,
,,26,0.84375,,
,,27,0.8125,,
,,28,0.8125,,
,,29,0.9375,,
,,30,0.90625,,
,,31,0.84375,,
,,32,0.90625,,
,,33,1.0,,
,0,3165,,0.8221381306648254,
,0,3165,,,0.8615758419036865
0.49991902709007263,1,3199,,,
0.829767107963562,1,3249,,,
1.6649978160858154,1,3299,,,
0.7788733243942261,1,3349,,,
0.8219561576843262,1,3399,,,
0.943077027797699,1,3449,,,
0.7765021324157715,1,3499,,,
0.7721574306488037,1,3549,,,
1.4808108806610107,1,3599,,,
1.062910795211792,1,3649,,,
