train_loss_step,step,epoch,test_acc_step,test_acc_epoch,train_loss_epoch
1.393688440322876,49,0,,,
0.8025756478309631,99,0,,,
0.8363355398178101,149,0,,,
0.7782407999038696,199,0,,,
0.8697494268417358,249,0,,,
0.8263118267059326,299,0,,,
1.5721862316131592,349,0,,,
1.2857686281204224,399,0,,,
0.9795031547546387,449,0,,,
0.7765735387802124,499,0,,,
0.7754597663879395,549,0,,,
1.1887738704681396,599,0,,,
0.8930286169052124,649,0,,,
0.9670915603637695,699,0,,,
1.4645947217941284,749,0,,,
1.574947714805603,799,0,,,
0.8667541742324829,849,0,,,
0.8597678542137146,899,0,,,
1.4375934600830078,949,0,,,
0.8252322673797607,999,0,,,
0.4947616159915924,1049,0,,,
0.7935763001441956,1099,0,,,
0.8294885158538818,1149,0,,,
0.5939274430274963,1199,0,,,
0.49039891362190247,1249,0,,,
1.3250070810317993,1299,0,,,
0.4986271858215332,1349,0,,,
0.9440580606460571,1399,0,,,
1.0814077854156494,1449,0,,,
0.5375471711158752,1499,0,,,
0.5562673211097717,1549,0,,,
1.6465163230895996,1599,0,,,
0.5147883892059326,1649,0,,,
0.4118582308292389,1699,0,,,
0.5711182951927185,1749,0,,,
0.5178911089897156,1799,0,,,
0.5045868754386902,1849,0,,,
0.852152943611145,1899,0,,,
1.8668193817138672,1949,0,,,
1.0124387741088867,1999,0,,,
1.108161211013794,2049,0,,,
0.8757942318916321,2099,0,,,
0.7796863317489624,2149,0,,,
0.7141379117965698,2199,0,,,
1.3014461994171143,2249,0,,,
0.5923619866371155,2299,0,,,
0.8581135272979736,2349,0,,,
0.7860915660858154,2399,0,,,
0.4382673501968384,2449,0,,,
1.052864670753479,2499,0,,,
1.8674436807632446,2549,0,,,
1.0017365217208862,2599,0,,,
0.544309675693512,2649,0,,,
1.5136361122131348,2699,0,,,
1.073570966720581,2749,0,,,
0.6493976712226868,2799,0,,,
1.2090224027633667,2849,0,,,
0.7580854892730713,2899,0,,,
0.5544405579566956,2949,0,,,
0.8025951385498047,2999,0,,,
1.2134944200515747,3049,0,,,
1.5672321319580078,3099,0,,,
0.996842622756958,3149,0,,,
,0,,0.9375,,
,1,,0.84375,,
,2,,0.875,,
,3,,0.96875,,
,4,,0.875,,
,5,,0.84375,,
,6,,0.9375,,
,7,,0.90625,,
,8,,0.90625,,
,9,,1.0,,
,10,,0.84375,,
,11,,0.90625,,
,12,,0.9375,,
,13,,0.90625,,
,14,,0.8125,,
,15,,0.96875,,
,16,,0.9375,,
,17,,1.0,,
,18,,0.9375,,
,19,,1.0,,
,20,,0.90625,,
,21,,0.90625,,
,22,,1.0,,
,23,,0.96875,,
,24,,0.96875,,
,25,,1.0,,
,26,,0.90625,,
,27,,0.90625,,
,28,,1.0,,
,29,,0.96875,,
,30,,0.9375,,
,31,,0.875,,
,32,,1.0,,
,33,,1.0,,
,3165,0,,0.9299905300140381,
,3165,0,,,0.9436908960342407
0.7803739309310913,3199,1,,,
0.5274544954299927,3249,1,,,
0.5389830470085144,3299,1,,,
0.5589882135391235,3349,1,,,
1.622149109840393,3399,1,,,
1.4458634853363037,3449,1,,,
1.1439778804779053,3499,1,,,
0.47755348682403564,3549,1,,,
0.8020292520523071,3599,1,,,
1.469417929649353,3649,1,,,
0.8105748891830444,3699,1,,,
0.5818451046943665,3749,1,,,
0.5245463848114014,3799,1,,,
1.0925326347351074,3849,1,,,
1.8934049606323242,3899,1,,,
0.5727169513702393,3949,1,,,
0.8602869510650635,3999,1,,,
0.9640592932701111,4049,1,,,
