step,train_loss_step,epoch,test_acc_step,test_acc_epoch,train_loss_epoch
49,0.41284435987472534,0,,,
99,0.2938762605190277,0,,,
149,0.7775689363479614,0,,,
199,0.5104374885559082,0,,,
249,0.860626220703125,0,,,
299,1.0796418190002441,0,,,
349,0.2591331899166107,0,,,
399,0.5952087044715881,0,,,
449,0.3081877827644348,0,,,
499,0.7745781540870667,0,,,
549,0.5334843993186951,0,,,
599,0.8547322750091553,0,,,
649,1.0585781335830688,0,,,
699,0.5565293431282043,0,,,
749,0.6353514194488525,0,,,
799,0.6232610940933228,0,,,
849,0.392345130443573,0,,,
899,0.2380496710538864,0,,,
949,0.23766686022281647,0,,,
999,0.7280893325805664,0,,,
1049,0.39555859565734863,0,,,
1099,0.417858362197876,0,,,
1149,0.7470784187316895,0,,,
1199,0.600127637386322,0,,,
1249,0.4368155002593994,0,,,
1299,0.3685581684112549,0,,,
1349,0.2708577513694763,0,,,
1399,0.9145477414131165,0,,,
1449,0.33604690432548523,0,,,
1499,0.4010942578315735,0,,,
1549,0.4196888208389282,0,,,
1599,0.39405834674835205,0,,,
1649,0.19442282617092133,0,,,
1699,0.25444623827934265,0,,,
1749,0.5993328094482422,0,,,
1799,1.007061243057251,0,,,
1849,0.4242636263370514,0,,,
1899,0.5068529844284058,0,,,
1949,0.8992470502853394,0,,,
1999,0.2526696026325226,0,,,
2049,0.3914436101913452,0,,,
2099,0.916132926940918,0,,,
2149,0.39962276816368103,0,,,
2199,0.401394784450531,0,,,
2249,0.2402738481760025,0,,,
2299,0.4017602503299713,0,,,
2349,0.3006224036216736,0,,,
2399,0.2899519205093384,0,,,
2449,0.391864538192749,0,,,
2499,0.39552921056747437,0,,,
2549,0.5187163949012756,0,,,
2599,0.6641117334365845,0,,,
2649,0.38593173027038574,0,,,
2699,0.30840763449668884,0,,,
2749,0.6259750127792358,0,,,
2799,0.7253208756446838,0,,,
2849,0.8915978670120239,0,,,
2899,0.5798294544219971,0,,,
2949,0.5365928411483765,0,,,
2999,0.3921760320663452,0,,,
3049,0.678386926651001,0,,,
3099,0.42060956358909607,0,,,
3149,0.39188435673713684,0,,,
0,,,0.828125,,
1,,,0.890625,,
2,,,0.859375,,
3,,,0.859375,,
4,,,0.890625,,
5,,,0.828125,,
6,,,0.859375,,
7,,,0.8125,,
8,,,0.875,,
9,,,0.984375,,
10,,,0.90625,,
11,,,0.9375,,
12,,,0.9375,,
13,,,0.890625,,
14,,,0.953125,,
15,,,0.921875,,
16,,,0.939393937587738,,
3165,,0,,0.8912014961242676,
3165,,0,,,0.530291736125946
3199,0.46527719497680664,1,,,
3249,0.36372363567352295,1,,,
3299,0.24401606619358063,1,,,
3349,0.4911915063858032,1,,,
3399,0.8316249847412109,1,,,
3449,0.5343740582466125,1,,,
3499,0.6305631399154663,1,,,
3549,0.3991554379463196,1,,,
3599,0.2494843751192093,1,,,
3649,0.7305249571800232,1,,,
3699,0.9305925965309143,1,,,
3749,0.20933519303798676,1,,,
3799,0.5789183378219604,1,,,
3849,0.47157880663871765,1,,,
3899,0.4170007109642029,1,,,
3949,0.8347185850143433,1,,,
3999,0.4423362910747528,1,,,
4049,0.5398122668266296,1,,,
4099,0.6744192242622375,1,,,
4149,0.6111178398132324,1,,,
4199,0.4012622535228729,1,,,
4249,0.27348756790161133,1,,,
4299,1.46596360206604,1,,,
4349,0.2789831757545471,1,,,
4399,0.7043272256851196,1,,,
4449,1.4212892055511475,1,,,
4499,0.5325230956077576,1,,,
4549,0.3967941999435425,1,,,
4599,0.2841147184371948,1,,,
4649,1.0365523099899292,1,,,
4699,0.48606961965560913,1,,,
4749,0.7457188367843628,1,,,
4799,0.44406062364578247,1,,,
4849,0.5679538249969482,1,,,
4899,0.941204845905304,1,,,
4949,0.4436829686164856,1,,,
4999,0.26648008823394775,1,,,
5049,0.3252869248390198,1,,,
5099,0.5079121589660645,1,,,
5149,0.4893685579299927,1,,,
5199,0.663241982460022,1,,,
5249,0.4025996923446655,1,,,
5299,0.3938031792640686,1,,,
5349,0.4511586129665375,1,,,
5399,0.3088528513908386,1,,,
5449,0.4137569069862366,1,,,
5499,0.563492476940155,1,,,
5549,0.4591023921966553,1,,,
5599,0.8116858601570129,1,,,
5649,0.24038860201835632,1,,,
5699,0.26358136534690857,1,,,
5749,0.23053689301013947,1,,,
5799,0.2515414357185364,1,,,
5849,0.48933035135269165,1,,,
5899,0.6162705421447754,1,,,
5949,0.43535125255584717,1,,,
5999,0.24975396692752838,1,,,
6049,0.1801527738571167,1,,,
6099,0.4784817695617676,1,,,
6149,0.19391001760959625,1,,,
6199,0.14884443581104279,1,,,
6249,0.40492844581604004,1,,,
6299,0.6685517430305481,1,,,
17,,,0.984375,,
18,,,1.0,,
19,,,1.0,,
20,,,0.984375,,
21,,,1.0,,
22,,,0.984375,,
23,,,0.984375,,
24,,,1.0,,
25,,,1.0,,
26,,,1.0,,
27,,,0.984375,,
28,,,0.984375,,
29,,,1.0,,
30,,,1.0,,
31,,,1.0,,
32,,,0.984375,,
33,,,1.0,,
6331,,1,,0.9933775067329407,
6331,,1,,,0.5195227265357971
6349,0.25933951139450073,2,,,
