step,train_loss_step,epoch,test_acc_step,test_acc_epoch,train_loss_epoch
49,0.7927377223968506,0,,,
99,0.8265938758850098,0,,,
149,0.47190478444099426,0,,,
199,0.6536023616790771,0,,,
249,0.3050137460231781,0,,,
299,0.39234864711761475,0,,,
349,0.3235859274864197,0,,,
399,0.2763550579547882,0,,,
449,0.5121325850486755,0,,,
499,0.17319782078266144,0,,,
549,0.147599995136261,0,,,
599,0.1247766762971878,0,,,
649,0.17936493456363678,0,,,
699,0.2542774975299835,0,,,
749,0.16341659426689148,0,,,
799,0.36844342947006226,0,,,
849,0.756119430065155,0,,,
899,0.537973165512085,0,,,
949,0.09923667460680008,0,,,
999,1.1207672357559204,0,,,
1049,0.5728206634521484,0,,,
1099,0.08527816832065582,0,,,
1149,1.2096792459487915,0,,,
1199,0.39098864793777466,0,,,
1249,0.20805980265140533,0,,,
1299,1.0388460159301758,0,,,
1349,0.18281593918800354,0,,,
1399,0.4232027232646942,0,,,
1449,0.3988858461380005,0,,,
1499,0.10825847834348679,0,,,
1549,0.18436120450496674,0,,,
1599,0.2501548230648041,0,,,
1649,1.4503384828567505,0,,,
1699,0.22850538790225983,0,,,
1749,0.3914605379104614,0,,,
1799,0.4527488946914673,0,,,
1849,0.6061393618583679,0,,,
1899,0.27791061997413635,0,,,
1949,0.154710054397583,0,,,
1999,0.6166862845420837,0,,,
2049,0.2186017781496048,0,,,
2099,0.15790396928787231,0,,,
2149,0.49333375692367554,0,,,
2199,0.15309514105319977,0,,,
2249,1.152532696723938,0,,,
2299,0.23920664191246033,0,,,
2349,0.2201606035232544,0,,,
2399,0.5432931780815125,0,,,
2449,0.1474940925836563,0,,,
2499,0.7272399663925171,0,,,
2549,0.39386096596717834,0,,,
2599,0.5181448459625244,0,,,
2649,0.19517283141613007,0,,,
2699,0.13566254079341888,0,,,
2749,0.40226149559020996,0,,,
2799,0.3865979015827179,0,,,
2849,0.2174578756093979,0,,,
2899,0.31400036811828613,0,,,
2949,1.3570728302001953,0,,,
2999,0.5963040590286255,0,,,
3049,0.46093302965164185,0,,,
3099,0.39296045899391174,0,,,
3149,0.6774841547012329,0,,,
0,,,1.0,,
1,,,1.0,,
2,,,1.0,,
3,,,1.0,,
4,,,1.0,,
5,,,1.0,,
6,,,1.0,,
7,,,1.0,,
8,,,1.0,,
9,,,0.984375,,
10,,,0.984375,,
11,,,1.0,,
12,,,1.0,,
13,,,1.0,,
14,,,1.0,,
15,,,0.984375,,
16,,,1.0,,
3165,,0,,0.9971618056297302,
3165,,0,,,0.470546156167984
3199,0.28155800700187683,1,,,
3249,0.39645445346832275,1,,,
3299,0.18073247373104095,1,,,
3349,0.5670186877250671,1,,,
3399,1.107819676399231,1,,,
3449,1.2617143392562866,1,,,
3499,0.4060071110725403,1,,,
3549,0.2938425838947296,1,,,
3599,0.3347363770008087,1,,,
3649,0.5127806663513184,1,,,
3699,0.10029791295528412,1,,,
3749,0.0886717364192009,1,,,
3799,0.23398087918758392,1,,,
3849,0.18991683423519135,1,,,
3899,0.1890476644039154,1,,,
3949,0.22530795633792877,1,,,
3999,0.8603896498680115,1,,,
4049,0.5273925065994263,1,,,
4099,0.37628474831581116,1,,,
4149,0.38797056674957275,1,,,
4199,0.3589712679386139,1,,,
4249,0.5299545526504517,1,,,
4299,0.23680852353572845,1,,,
4349,0.7106342315673828,1,,,
4399,0.3907274007797241,1,,,
4449,0.42777642607688904,1,,,
4499,0.19839301705360413,1,,,
4549,0.6311677098274231,1,,,
4599,0.44289129972457886,1,,,
4649,0.1519491970539093,1,,,
4699,0.3962717354297638,1,,,
4749,0.3913307785987854,1,,,
4799,0.1540350317955017,1,,,
4849,0.198354572057724,1,,,
4899,0.5142465233802795,1,,,
4949,0.5813003778457642,1,,,
4999,0.1573220044374466,1,,,
5049,0.39747098088264465,1,,,
5099,0.3877981901168823,1,,,
5149,0.38322100043296814,1,,,
5199,0.4178306460380554,1,,,
5249,0.6073970794677734,1,,,
5299,0.6259667873382568,1,,,
5349,0.4313839077949524,1,,,
5399,0.5092436671257019,1,,,
5449,0.40104955434799194,1,,,
5499,0.2433462142944336,1,,,
5549,0.1443413347005844,1,,,
5599,0.3956372141838074,1,,,
5649,0.2188403308391571,1,,,
5699,0.6932147741317749,1,,,
5749,0.19320432841777802,1,,,
5799,0.7301369309425354,1,,,
5849,0.4008362293243408,1,,,
5899,0.3925531804561615,1,,,
5949,0.8155564069747925,1,,,
5999,0.3917461931705475,1,,,
6049,0.7140834331512451,1,,,
6099,0.39375945925712585,1,,,
6149,0.4556041657924652,1,,,
6199,0.396278440952301,1,,,
6249,0.44560569524765015,1,,,
6299,0.5282673835754395,1,,,
17,,,0.984375,,
18,,,1.0,,
19,,,1.0,,
20,,,0.984375,,
21,,,1.0,,
22,,,0.984375,,
23,,,0.984375,,
24,,,1.0,,
25,,,1.0,,
26,,,1.0,,
27,,,0.96875,,
28,,,0.984375,,
29,,,1.0,,
30,,,1.0,,
31,,,1.0,,
32,,,0.984375,,
33,,,1.0,,
6331,,1,,0.9924314022064209,
6331,,1,,,0.45544713735580444
6349,0.2056647092103958,2,,,
6399,0.5212067365646362,2,,,
6449,0.11947156488895416,2,,,
6499,0.3927050828933716,2,,,
6549,0.4422745108604431,2,,,
