step,epoch,train_loss_step,test_acc_step,test_acc_epoch,train_loss_epoch
8749,2,0.23795348405838013,,,
8799,2,0.42232248187065125,,,
8849,2,0.39503514766693115,,,
8899,2,0.3338361084461212,,,
8949,2,0.636069118976593,,,
8999,2,0.406281977891922,,,
9049,2,0.2867274284362793,,,
9099,2,0.4866275191307068,,,
9149,2,1.1717922687530518,,,
9199,2,0.8217835426330566,,,
9249,2,0.5493876934051514,,,
9299,2,0.414168119430542,,,
9349,2,0.1950175166130066,,,
9399,2,0.5606260895729065,,,
9449,2,0.22626341879367828,,,
34,,,0.59375,,
35,,,0.625,,
36,,,0.5625,,
37,,,0.5625,,
38,,,0.5,,
39,,,0.53125,,
40,,,0.625,,
41,,,0.5625,,
42,,,0.828125,,
43,,,0.8125,,
44,,,0.765625,,
45,,,0.78125,,
46,,,0.828125,,
47,,,0.828125,,
48,,,0.796875,,
49,,,0.703125,,
50,,,0.8181818127632141,,
9497,2,,,9034895896912,
9497,2,,,,0.521111249923706
9499,3,0.49329593777656555,,,
9549,3,0.5750628709793091,,,
9599,3,0.3127267062664032,,,
9649,3,0.66507488489151,,,
9699,3,0.26238322257995605,,,
9749,3,0.43811166286468506,,,
9799,3,0.17615893483161926,,,
9849,3,0.2425910234451294,,,
9899,3,0.41437435150146484,,,
9949,3,0.8023760318756104,,,
9999,3,0.34382855892181396,,,
10049,3,0.4013293385505676,,,
10099,3,0.3923305571079254,,,
10149,3,0.2745639979839325,,,
10199,3,0.19403362274169922,,,
10249,3,0.28035157918930054,,,
10299,3,0.13912224769592285,,,
10349,3,0.25569477677345276,,,
10399,3,0.3995552659034729,,,
10449,3,0.5859895348548889,,,
10499,3,0.2334405481815338,,,
10549,3,0.23927773535251617,,,
10599,3,0.21620450913906097,,,
10649,3,0.5069581270217896,,,
10699,3,0.393540620803833,,,
10749,3,0.3292748034000397,,,
10799,3,0.5874277949333191,,,
10849,3,0.2837774157524109,,,
10899,3,0.6394630670547485,,,
10949,3,0.18280714750289917,,,
10999,3,0.41690587997436523,,,
11049,3,1.060854434967041,,,
11099,3,0.42556434869766235,,,
11149,3,0.48681795597076416,,,
11199,3,0.2760494351387024,,,
11249,3,0.3917199969291687,,,
11299,3,0.24922890961170197,,,
11349,3,0.4296620488166809,,,
11399,3,0.6931825280189514,,,
11449,3,0.4271114468574524,,,
11499,3,1.5355732440948486,,,
11549,3,0.2632296681404114,,,
11599,3,0.4044021666049957,,,
11649,3,0.3950049579143524,,,
11699,3,0.23111049830913544,,,
11749,3,0.5039888620376587,,,
11799,3,0.628730297088623,,,
11849,3,0.43665120005607605,,,
11899,3,0.4091460108757019,,,
11949,3,0.20742063224315643,,,
11999,3,0.5852094888687134,,,
12049,3,0.4003545641899109,,,
12099,3,1.1177384853363037,,,
12149,3,0.799365758895874,,,
12199,3,0.34135907888412476,,,
12249,3,0.4966335892677307,,,
12299,3,0.5972097516059875,,,
12349,3,0.5749374032020569,,,
12399,3,0.2878413498401642,,,
12449,3,0.5195646286010742,,,
12499,3,0.24280010163784027,,,
12549,3,1.168866515159607,,,
12599,3,0.48531097173690796,,,
12649,3,0.25291144847869873,,,
51,,,0.59375,,
52,,,0.59375,,
53,,,0.578125,,
54,,,0.546875,,
55,,,0.5625,,
56,,,0.515625,,
57,,,0.546875,,
58,,,0.53125,,
59,,,0.71875,,
60,,,0.796875,,
61,,,0.71875,,
62,,,0.734375,,
63,,,0.765625,,
64,,,0.671875,,
65,,,0.71875,,
66,,,0.546875,,
67,,,0.8181818127632141,,
12663,3,,,5458579063416,
12663,3,,,,0.51185142993927
12699,4,0.3918595612049103,,,
12749,4,0.6348206400871277,,,
12799,4,0.4282183051109314,,,
12849,4,0.5035707950592041,,,
12899,4,0.3159662187099457,,,
12949,4,0.6887598633766174,,,
12999,4,1.0746524333953857,,,
13049,4,0.39369869232177734,,,
13099,4,0.28761252760887146,,,
13149,4,0.24865353107452393,,,
13199,4,0.33659955859184265,,,
13249,4,0.9953939914703369,,,
13299,4,1.1936198472976685,,,
13349,4,0.3384001851081848,,,
13399,4,0.3319333493709564,,,
13449,4,0.9636132121086121,,,
13499,4,0.33702945709228516,,,
13549,4,0.6242861747741699,,,
13599,4,0.41208136081695557,,,
13649,4,0.244268000125885,,,
13699,4,1.1235793828964233,,,
13749,4,0.4975908696651459,,,
13799,4,0.39885520935058594,,,
13849,4,0.3450831472873688,,,
13899,4,0.6227115392684937,,,
13949,4,0.49559101462364197,,,
13999,4,0.6160005927085876,,,
14049,4,0.9331516027450562,,,
14099,4,0.2183372676372528,,,
14149,4,0.21614687144756317,,,
14199,4,1.1196231842041016,,,
14249,4,0.365060031414032,,,
14299,4,0.5485541820526123,,,
14349,4,0.24989323318004608,,,
14399,4,0.4090830683708191,,,
14449,4,0.2876875698566437,,,
14499,4,0.3919723629951477,,,
14549,4,0.9114667177200317,,,
14599,4,0.2888578474521637,,,
14649,4,0.261100709438324,,,
14699,4,0.4070441424846649,,,
14749,4,0.30083030462265015,,,
14799,4,0.6533479690551758,,,
14849,4,0.6466969847679138,,,
14899,4,0.41185709834098816,,,
14949,4,0.5557516813278198,,,
14999,4,1.1681442260742188,,,
15049,4,0.2838495373725891,,,
15099,4,0.3312375843524933,,,
15149,4,0.21695305407047272,,,
15199,4,0.24409016966819763,,,
15249,4,0.3924782872200012,,,
15299,4,0.4152769148349762,,,
15349,4,0.5295735001564026,,,
15399,4,0.26143336296081543,,,
15449,4,0.5332998633384705,,,
15499,4,0.3920403718948364,,,
15549,4,0.23820963501930237,,,
15599,4,0.5187455415725708,,,
15649,4,0.6459783911705017,,,
15699,4,0.2702714800834656,,,
15749,4,0.993445634841919,,,
15799,4,0.6653462648391724,,,
68,,,0.484375,,
69,,,0.5,,
70,,,0.484375,,
71,,,0.4375,,
72,,,0.40625,,
73,,,0.421875,,
74,,,0.515625,,
75,,,0.40625,,
76,,,0.578125,,
77,,,0.640625,,
78,,,0.65625,,
79,,,0.546875,,
80,,,0.671875,,
81,,,0.53125,,
82,,,0.640625,,
83,,,0.40625,,
84,,,0.42424243688583374,,
15829,4,,,0.5175023674964905,
15829,4,,,,0.5225483775138855
